time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2008-01-08T19:26:36.550Z,45.567,26.59,128.9,2.5,m,6,128.4,,,us,usp000fw9a,2014-11-07T01:34:39.043Z,"Romania",earthquake,,,,,reviewed,buc,buc
2008-01-08T18:47:03.580Z,45.52,26.406,102.7,2.5,m,5,137.9,,,us,usp000fw97,2014-11-07T01:34:39.021Z,"Romania",earthquake,,,,,reviewed,buc,buc
2008-01-08T08:24:31.700Z,45.668,26.709,120.8,3.3,md,7,113.9,,,us,usp000fw84,2014-11-07T01:34:38.946Z,"Romania",earthquake,,,,,reviewed,buc,irsa
2008-01-06T09:31:18.820Z,45.617,26.532,126.8,3.2,md,8,120.6,,,us,usp000fw3b,2014-11-07T01:34:37.688Z,"Romania",earthquake,,,,,reviewed,buc,irsa
2008-01-03T09:44:57.570Z,45.662,26.626,137.6,2.7,m,7,113.8,,,us,usp000fvwg,2014-11-07T01:34:36.057Z,"Romania",earthquake,,,,,reviewed,buc,buc
2007-12-31T06:49:38.120Z,45.582,26.514,137.6,3.4,md,7,128.2,,,us,usp000fvq0,2014-11-07T01:34:31.390Z,"Romania",earthquake,,,,,reviewed,buc,irsa
2007-12-27T04:20:58.780Z,44.457,25.327,80,2.8,m,5,259.8,,,us,usp000fvbf,2014-11-07T01:34:29.539Z,"Romania",earthquake,,,,,reviewed,buc,buc
2007-12-26T23:42:32.470Z,45.586,26.613,70,3.4,md,12,87.7,,,us,usp000fvav,2014-11-07T01:34:29.431Z,"Romania",earthquake,,,,,reviewed,buc,irsa
2007-12-23T18:29:25.890Z,45.825,26.326,200,3.7,m,14,104.1,,,us,usp000fv3e,2014-11-07T01:34:28.415Z,"Romania",earthquake,,,,,reviewed,buc,buc
2007-12-21T19:35:22.320Z,45.467,26.301,121.7,3.2,m,12,136,,,us,usp000fuyz,2014-11-07T01:34:27.836Z,"Romania",earthquake,,,,,reviewed,buc,buc
2007-12-19T12:06:06.110Z,45.608,26.471,145.5,3.1,m,10,68.8,,,us,usp000fut9,2014-11-07T01:34:26.917Z,"Romania",earthquake,,,,,reviewed,buc,buc
2007-12-11T18:36:23.580Z,45.226,26.955,40,2.7,m,5,152.3,,,us,usp000fu9d,2014-11-07T01:34:23.831Z,"Romania",earthquake,,,,,reviewed,buc,buc
2007-12-11T15:18:52.600Z,45.385,27.013,5,3.2,ml,7,128,,,us,usp000fu8z,2014-11-07T01:34:23.753Z,"Romania",earthquake,,,,,reviewed,buc,buc
2007-12-05T08:19:14.220Z,45.345,26.215,120,3.2,m,9,148.9,,,us,usp000ftvn,2014-11-07T01:34:21.429Z,"Romania",earthquake,,,,,reviewed,buc,buc
2007-12-05T04:43:21.770Z,45.585,26.328,70,3.2,m,21,65,,,us,usp000ftvg,2014-11-07T01:34:21.414Z,"Romania",earthquake,,,,,reviewed,buc,buc
2007-12-01T07:08:10.480Z,43.844,26.083,0,2.6,ml,5,235.3,,,us,usp000ftn4,2014-11-07T01:34:18.924Z,"Bulgaria",earthquake,,,,,reviewed,buc,buc
2007-11-29T18:50:05.980Z,45.574,27.04,7.1,4,mb,31,71.3,,,us,usp000ftj0,2014-11-07T01:34:16.030Z,"Romania",earthquake,,,,1,reviewed,buc,us
2007-11-17T20:00:34.600Z,45.402,26.336,125.7,2.9,m,8,141.3,,,us,usp000fst3,2014-11-07T01:34:11.565Z,"Romania",earthquake,,,,,reviewed,buc,buc
2007-11-08T04:04:10.290Z,45.423,25.873,70,2.8,m,9,146.6,,,us,usp000fs5s,2014-11-07T01:34:08.383Z,"Romania",earthquake,,,,,reviewed,buc,buc
2007-11-08T01:23:49.330Z,45.465,26.329,100,2.9,m,14,71.1,,,us,usp000fs5j,2014-11-07T01:34:08.364Z,"Romania",earthquake,,,,,reviewed,buc,buc
2007-10-30T17:56:03.300Z,45.497,27.625,50,4.1,mb,42,42.7,,,us,usp000frmd,2014-11-07T01:34:01.376Z,"Romania",earthquake,,,,2,reviewed,buc,us
2007-10-30T03:22:27.130Z,45.73,26.65,111.3,3.5,m,17,59.8,,,us,usp000frk6,2014-11-07T01:34:01.258Z,"Romania",earthquake,,,,,reviewed,buc,buc
2007-10-29T19:30:20.460Z,45.625,26.659,117,2.7,m,10,112.4,,,us,usp000frj9,2014-11-07T01:34:01.085Z,"Romania",earthquake,,,,,reviewed,buc,buc
2007-10-25T11:37:33.640Z,45.66,26.454,85.2,2.9,m,22,65.9,,,us,usp000fr86,2014-11-07T01:33:59.307Z,"Romania",earthquake,,,,,reviewed,buc,buc
2007-10-16T15:11:41.810Z,45.584,26.563,102.6,2.5,m,5,125.9,,,us,usp000fqpw,2014-11-07T01:33:56.594Z,"Romania",earthquake,,,,,reviewed,buc,buc
2007-10-14T14:43:43.250Z,44.103,27.117,4.5,2.9,ml,7,257.5,,,us,usp000fqj6,2014-11-07T01:33:55.903Z,"Bulgaria",earthquake,,,,,reviewed,buc,buc
2007-10-14T02:57:00.660Z,45.694,26.652,73.9,2.6,m,5,119.3,,,us,usp000fqgn,2014-11-07T01:33:55.717Z,"Romania",earthquake,,,,,reviewed,buc,buc
2007-10-10T06:59:20.280Z,45.133,22.961,6.5,3,ml,18,115.2,,,us,usp000fq84,2014-11-07T01:33:53.343Z,"Romania",earthquake,,,,,reviewed,buc,buc
2007-10-02T17:56:28.780Z,45.454,26.397,110.8,2.5,m,7,144.9,,,us,usp000fpqr,2014-11-07T01:33:48.256Z,"Romania",earthquake,,,,,reviewed,buc,buc
2007-09-27T11:11:46.380Z,45.652,26.469,140,3.4,m,8,106.8,,,us,usp000fp7a,2014-11-07T01:33:40.878Z,"Romania",earthquake,,,,,reviewed,buc,buc
2007-09-22T09:54:11.840Z,45.512,26.347,139.4,3.8,m,15,74.6,,1.16,us,usp000fnw4,2014-11-07T01:33:38.178Z,"Romania",earthquake,,17.1,,,reviewed,us,buc
2007-09-04T12:33:03.750Z,45.525,26.446,144.6,3.1,m,8,136.7,,,us,usp000fmds,2014-11-07T01:33:30.361Z,"Romania",earthquake,,,,,reviewed,buc,buc
2007-08-15T02:41:15.070Z,45.588,26.583,120,3.4,m,14,68.4,,,us,usp000fjqq,2014-11-07T01:33:16.108Z,"Romania",earthquake,,,,,reviewed,buc,buc
2007-08-13T14:42:26.780Z,45.53,26.293,160,3.6,m,9,71.8,,,us,usp000fjkn,2014-11-07T01:33:15.614Z,"Romania",earthquake,,,,,reviewed,buc,buc
2007-08-12T21:45:41.620Z,45.598,26.691,116.9,2.8,md,6,121.6,,,us,usp000fjhj,2014-11-07T01:33:15.365Z,"Romania",earthquake,,,,,reviewed,buc,irsa
2007-08-09T21:25:43.290Z,45.677,26.777,79.2,3.4,md,16,73.5,,,us,usp000fj9k,2014-11-07T01:33:13.824Z,"Romania",earthquake,,,,,reviewed,buc,irsa
2007-08-08T23:21:59.800Z,45.644,26.511,116.7,3.5,md,12,96.5,,,us,usp000fj7e,2014-11-07T01:33:13.547Z,"Romania",earthquake,,,,,reviewed,buc,buc
2007-08-01T23:21:59.700Z,45.6,26.6,110,3,md,13,69.8,,,us,usp000fhmp,2014-11-07T01:33:09.409Z,"Romania",earthquake,,,,,reviewed,irsa,irsa
2007-07-28T19:59:48.310Z,45.492,25.964,8,2.8,ml,7,114.6,,,us,usp000fhaf,2014-11-07T01:33:04.921Z,"Romania",earthquake,,,,,reviewed,buc,buc
2007-07-22T11:28:51.760Z,45.319,26.281,119.4,2.6,m,6,159.3,,,us,usp000fgv0,2014-11-07T01:33:02.341Z,"Romania",earthquake,,,,,reviewed,buc,buc
2007-07-13T11:17:10.110Z,45.149,23.16,5.1,3,ml,10,211,,,us,usp000fg3a,2014-11-07T01:32:57.170Z,"Romania",earthquake,,,,,reviewed,buc,buc
2007-07-12T02:31:21.890Z,45.573,26.535,136.4,2.7,m,7,121.5,,,us,usp000fg0e,2014-11-07T01:32:56.633Z,"Romania",earthquake,,,,,reviewed,buc,buc
2007-07-06T02:31:27.940Z,45.574,26.623,108.3,2.9,m,10,79.8,,,us,usp000ffk0,2014-11-07T01:32:54.811Z,"Romania",earthquake,,,,,reviewed,buc,buc
2007-06-28T15:04:24.230Z,45.827,26.758,100,3,m,5,171.5,,,us,usp000ff1g,2014-11-07T01:32:46.754Z,"Romania",earthquake,,,,,reviewed,buc,buc
2007-06-23T00:33:25.630Z,45.747,26.241,200,3.8,mb,11,111.3,,,us,usp000fekt,2014-11-07T01:32:44.998Z,"Romania",earthquake,,,,2,reviewed,buc,us
2007-06-19T07:54:13.310Z,45.682,26.733,122.9,3.1,m,10,122.8,,,us,usp000feb8,2014-11-07T01:32:43.732Z,"Romania",earthquake,,,,,reviewed,buc,buc
2007-06-16T11:59:54.290Z,45.594,26.507,141,3.3,m,7,99.9,,,us,usp000fe52,2014-11-07T01:32:43.049Z,"Romania",earthquake,,,,,reviewed,buc,buc
2007-05-27T10:06:51.570Z,45.59,26.488,148,4.2,md,15,97.9,,,us,usp000fcv9,2014-11-07T01:32:32.295Z,"Romania",earthquake,,,,,reviewed,buc,irsa
2007-05-20T11:09:07.450Z,44.032,21.508,10,3.9,ml,46,47.4,,,us,usp000fcc9,2014-11-07T01:32:30.172Z,"Serbia",earthquake,,,,,reviewed,buc,the
2007-05-18T16:16:29.780Z,44.374,22.107,10,2.5,ml,6,189.1,,,us,usp000fc86,2014-11-07T01:32:29.369Z,"Serbia",earthquake,,,,,reviewed,buc,buc
2007-05-12T19:06:41.100Z,45.594,26.468,141.8,4.1,mb,39,44.7,,,us,usp000fbus,2014-11-07T01:32:27.586Z,"Romania",earthquake,,,,6,reviewed,buc,us
2007-05-06T06:54:23.160Z,45.696,26.635,91.1,2.8,m,9,123.4,,,us,usp000fbcc,2014-11-07T01:32:24.945Z,"Romania",earthquake,,,,,reviewed,buc,buc
2007-05-05T17:30:09.780Z,45.734,26.611,90,3.4,m,15,102.8,,,us,usp000fbag,2014-11-07T01:32:24.614Z,"Romania",earthquake,,,,,reviewed,buc,buc
2007-05-04T07:45:02.850Z,45.578,26.584,127.3,2.8,m,7,126.8,,,us,usp000fb71,2014-11-07T01:32:23.966Z,"Romania",earthquake,,,,,reviewed,buc,buc
2007-05-03T20:07:12.550Z,45.723,26.635,84.8,3,m,14,110.3,,,us,usp000fb60,2014-11-07T01:32:23.793Z,"Romania",earthquake,,,,,reviewed,buc,buc
2007-05-01T12:07:31.320Z,45.561,26.294,160,3.2,m,6,142.3,,,us,usp000fb0q,2014-11-07T01:32:21.763Z,"Romania",earthquake,,,,,reviewed,buc,buc
2007-04-24T03:58:24.240Z,44.728,26.275,15,2.9,ml,18,105.8,,,us,usp000faf1,2014-11-07T01:32:15.736Z,"Romania",earthquake,,,,,reviewed,buc,buc
2007-04-17T02:01:57.710Z,45.448,26.388,114.4,2.6,m,6,145.6,,,us,usp000f9wp,2014-11-07T01:32:12.859Z,"Romania",earthquake,,,,,reviewed,buc,buc
2007-04-05T09:00:30.400Z,45.358,26.363,113.6,3.4,md,5,154.4,,,us,usp000f8ry,2014-11-07T01:32:06.977Z,"Romania",earthquake,,,,,reviewed,buc,irsa
2007-04-05T01:22:29.920Z,45.65,26.584,100,4,mb,31,75.1,,,us,usp000f8qk,2014-11-07T01:32:06.789Z,"Romania",earthquake,,,,1,reviewed,buc,us
2007-04-02T01:03:02.290Z,45.672,26.714,77.2,2.5,m,7,112.9,,,us,usp000f85m,2014-11-07T01:32:02.843Z,"Romania",earthquake,,,,,reviewed,buc,buc
2007-03-28T00:59:05.830Z,45.591,26.41,140,4.2,md,14,90.6,,,us,usp000f7p4,2014-11-07T01:31:57.083Z,"Romania",earthquake,,,,,reviewed,buc,irsa
2007-03-17T15:46:49.880Z,45.615,26.83,98,2.8,md,4,151.2,,,us,usp000f6vw,2014-11-07T01:31:53.157Z,"Romania",earthquake,,,,,reviewed,irsa,irsa
2007-03-09T21:44:18.030Z,45.591,26.352,150,3.8,mb,42,55.6,,,us,usp000f6d6,2014-11-07T01:31:50.840Z,"Romania",earthquake,,,,2,reviewed,buc,us
2007-03-03T14:34:39.170Z,45.789,26.734,124.5,3.3,md,5,166.8,,,us,usp000f601,2014-11-07T01:31:47.939Z,"Romania",earthquake,,,,,reviewed,irsa,irsa
2007-02-24T21:37:44.920Z,45.49,26.982,10,2.5,ml,4,160.1,,,us,usp000f5jf,2014-11-07T01:31:41.848Z,"Romania",earthquake,,,,,reviewed,buc,buc
2007-02-15T02:32:54.690Z,45.787,26.793,90.3,4,mb,70,48.9,,,us,usp000f4wj,2014-11-07T01:31:38.072Z,"Romania",earthquake,,,,10,reviewed,buc,us
2007-02-14T06:56:37.570Z,45.564,26.243,140.3,4.2,mb,105,38.1,,1.23,us,usp000f4uv,2014-11-07T01:31:37.646Z,"Romania",earthquake,,,,38,reviewed,us,us
2007-02-04T04:19:56.630Z,45.662,26.736,75.3,2.7,m,6,136.3,,,us,usp000f489,2014-11-07T01:31:34.048Z,"Romania",earthquake,,,,,reviewed,buc,buc
2007-01-27T08:24:33.330Z,45.598,26.75,112.7,3,md,4,136.8,,,us,usp000f3qx,2014-11-07T01:31:27.916Z,"Romania",earthquake,,,,,reviewed,buc,irsa
2007-01-22T20:33:45.110Z,45.612,26.516,140.2,3.1,md,7,99.8,,,us,usp000f3bh,2014-11-07T01:31:26.508Z,"Romania",earthquake,,,,,reviewed,buc,irsa
2007-01-22T02:30:27.570Z,45.216,27.119,15,2.8,ml,16,115.4,,,us,usp000f38p,2014-11-07T01:31:26.207Z,"Romania",earthquake,,,,,reviewed,buc,buc
2007-01-17T13:17:22.900Z,45.59,26.397,121,4.4,mb,59,64.4,,0.95,us,usp000f2v8,2014-11-07T01:31:23.971Z,"Romania",earthquake,,3.5,,13,reviewed,us,us
2007-01-07T14:25:46.830Z,45.874,27.806,15,3.2,ml,6,235,,,us,usp000f1w5,2014-11-07T01:31:19.606Z,"Romania",earthquake,,,,,reviewed,buc,buc
2007-01-07T02:42:20.230Z,45.009,22.479,5,2.6,ml,4,147.9,,,us,usp000f1uu,2014-11-07T01:31:19.469Z,"Romania",earthquake,,,,,reviewed,buc,buc
2007-01-06T11:42:51.050Z,45.691,26.778,104.1,2.6,m,5,147.6,,,us,usp000f1tt,2014-11-07T01:31:19.290Z,"Romania",earthquake,,,,,reviewed,buc,buc
2006-12-08T16:32:34.260Z,46.595,22.919,5,2.6,ml,5,100.9,,,us,usp000ezte,2014-11-07T01:31:06.198Z,"Romania",earthquake,,,,,reviewed,buc,buc
2006-12-02T18:14:56.360Z,44.284,21.353,2.7,3.7,ml,7,255.4,,,us,usp000ezcm,2014-11-07T01:31:03.988Z,"Serbia",earthquake,,,,,reviewed,buc,buc
2006-12-02T10:53:27.790Z,45.605,26.659,132.7,2.7,md,4,125.4,,,us,usp000ezbw,2014-11-07T01:31:03.798Z,"Romania",earthquake,,,,,reviewed,buc,irsa
2006-11-23T07:15:20.570Z,48.195,22.46,10,4.8,mb,126,24.4,,,us,usp000eyky,2017-04-13T22:20:41.272Z,"Hungary",earthquake,,,,13,reviewed,buc,us
2006-11-21T02:53:48.720Z,43.893,21.59,10,2.6,ml,5,181.8,,,us,usp000eyee,2014-11-07T01:30:55.230Z,"Serbia",earthquake,,,,,reviewed,buc,buc
2006-11-21T01:58:47.370Z,43.84,21.595,7.9,4.9,mb,279,13.4,,,us,usp000eyeb,2015-03-24T00:48:37.126Z,"Serbia",earthquake,,,,13,reviewed,pdg,us
2006-11-19T20:51:13.950Z,45.65,26.584,150,4,md,38,33.7,,,us,usp000ey9y,2014-11-07T01:30:54.351Z,"Romania",earthquake,,,,,reviewed,buc,irsa
2006-11-18T16:14:06.860Z,45.574,26.607,142.6,3,md,28,91.7,,,us,usp000ey5r,2014-11-07T01:30:53.692Z,"Romania",earthquake,,,,,reviewed,buc,sof
2006-11-15T18:09:37.070Z,48.085,22.759,10,3.1,ml,18,127.4,,0.72,us,usp000exkn,2014-11-07T01:30:50.163Z,"Hungary",earthquake,,,,,reviewed,us,bra
2006-11-13T04:33:12.380Z,45.801,26.82,130,3,md,10,170.1,,,us,usp000ex94,2014-11-07T01:30:48.593Z,"Romania",earthquake,,,,,reviewed,buc,sof
2006-11-09T15:49:49.630Z,45.573,26.441,112.1,2.7,md,15,93.5,,,us,usp000ex0a,2014-11-07T01:30:47.213Z,"Romania",earthquake,,,,,reviewed,buc,sof
2006-11-09T11:46:05.310Z,45.578,26.544,123.1,3.6,md,10,153.2,,,us,usp000ewzv,2014-11-07T01:30:47.167Z,"Romania",earthquake,,,,,reviewed,irsa,irsa
2006-10-11T14:20:45.570Z,45.511,26.575,111.2,2.9,md,6,136.6,,,us,usp000euy8,2014-11-07T01:30:32.611Z,"Romania",earthquake,,,,,reviewed,buc,irsa
2006-10-04T18:51:42.890Z,45.588,26.384,142.3,3.6,md,8,120.4,,,us,usp000eugd,2014-11-07T01:30:30.352Z,"Romania",earthquake,,,,,reviewed,buc,irsa
2006-09-23T05:44:08.340Z,45.591,26.41,120,4.2,mb,80,22.9,,,us,usp000etmv,2014-11-07T01:30:16.048Z,"Romania",earthquake,,,,15,reviewed,buc,us
2006-09-16T13:03:10.750Z,45.63,26.58,132.8,3.1,md,8,115.8,,,us,usp000et6s,2014-11-07T01:30:14.016Z,"Romania",earthquake,,,,,reviewed,buc,irsa
2006-09-02T17:37:09.660Z,45.651,26.527,150,4,md,31,79,,,us,usp000esbf,2014-11-07T01:30:08.731Z,"Romania",earthquake,,,,,reviewed,buc,irsa
2006-08-27T09:16:51.920Z,45.568,26.476,141.1,3.2,md,5,130.3,,,us,usp000ervq,2014-11-07T01:30:02.375Z,"Romania",earthquake,,,,,reviewed,buc,irsa
2006-08-14T01:40:14.770Z,44.573,25.537,30,2.6,ml,5,194.6,,,us,usp000eqwe,2014-11-07T01:29:57.790Z,"Romania",earthquake,,,,,reviewed,buc,buc
2006-08-10T07:19:09.840Z,45.398,23.132,0,3.4,ml,8,195.8,,,us,usp000eqmx,2014-11-07T01:29:56.526Z,"Romania",earthquake,,,,,reviewed,buc,buc
2006-08-09T07:19:10.660Z,45.292,23.136,17.2,3.1,ml,7,204.2,,,us,usp000eqjq,2014-11-07T01:29:56.145Z,"Romania",earthquake,,,,,reviewed,buc,buc
2006-08-08T20:14:40.780Z,45.75,26.78,69.6,3.8,md,13,100.2,,,us,usp000eqh8,2014-11-07T01:29:55.951Z,"Romania",earthquake,,,,,reviewed,buc,irsa
2006-08-01T09:53:06.650Z,45.901,26.832,99.4,3.2,md,4,237.5,,,us,usp000eq0m,2014-11-07T01:29:51.743Z,"Romania",earthquake,,,,,reviewed,irsa,irsa
2006-07-26T09:14:14.960Z,45.568,26.571,100.6,3.4,md,7,128.4,,,us,usp000epma,2014-11-07T01:29:46.714Z,"Romania",earthquake,,,,,reviewed,buc,irsa
2006-07-25T06:37:18.030Z,45.492,26.502,124,3.2,md,9,83.7,,,us,usp000ephs,2014-11-07T01:29:45.898Z,"Romania",earthquake,,,,,reviewed,irsa,irsa
2006-07-14T11:06:07.310Z,46.891,22.328,0,3,ml,4,227.3,,,us,usp000enke,2014-11-07T01:29:38.761Z,"Romania",earthquake,,,,,reviewed,buc,buc
2006-07-08T03:58:19.320Z,45.754,26.707,70,3.5,md,41,113.7,,,us,usp000en40,2014-11-07T01:29:36.536Z,"Romania",earthquake,,,,,reviewed,buc,sof
2006-07-07T21:56:38.420Z,45.551,26.466,134.6,2.9,md,6,133.2,,,us,usp000en3k,2014-11-07T01:29:36.503Z,"Romania",earthquake,,,,,reviewed,buc,irsa
2006-07-02T21:07:30.150Z,44.547,21.728,15,3,ml,7,237.5,,,us,usp000emt3,2014-11-07T01:29:34.562Z,"Serbia",earthquake,,,,,reviewed,buc,buc
2006-06-30T10:48:01.400Z,45.639,26.577,88.2,3.7,md,16,87.4,,,us,usp000emms,2014-11-07T01:29:30.331Z,"Romania",earthquake,,,,,reviewed,buc,irsa
2006-06-28T17:25:00.610Z,44.489,21.72,10,3.4,md,25,105.7,,0.93,us,usp000emgh,2014-11-07T01:29:29.737Z,"Serbia",earthquake,,,,,reviewed,us,sof
2006-06-28T00:12:43.250Z,45.623,26.747,84.7,3.3,md,7,123.1,,,us,usp000emev,2014-11-07T01:29:29.536Z,"Romania",earthquake,,,,,reviewed,buc,irsa
2006-06-08T16:55:12.110Z,45.343,24.685,10,2.5,ml,4,203.6,,,us,usp000ejyn,2014-11-07T01:29:20.479Z,"Romania",earthquake,,,,,reviewed,buc,buc
2006-06-07T23:25:50.400Z,45.93,26.716,72.5,3.2,md,8,157.4,,,us,usp000ejwx,2014-11-07T01:29:20.257Z,"Romania",earthquake,,,,,reviewed,irsa,irsa
2006-05-17T00:43:14.050Z,45.526,26.654,117.2,3,md,8,99.3,,,us,usp000eha1,2014-11-07T01:29:07.917Z,"Romania",earthquake,,,,,reviewed,irsa,irsa
2006-05-12T10:30:44.530Z,45.822,26.623,90,3.8,md,21,100.5,,,us,usp000egxu,2014-11-07T01:29:06.055Z,"Romania",earthquake,,,,,reviewed,buc,irsa
2006-05-11T01:51:45.410Z,45.519,26.664,113.6,3,md,6,134.2,,,us,usp000egtr,2014-11-07T01:29:05.455Z,"Romania",earthquake,,,,,reviewed,irsa,irsa
2006-04-30T03:07:48.410Z,45.588,26.555,119.7,2.8,md,27,86.2,,,us,usp000eft9,2014-11-07T01:28:56.299Z,"Romania",earthquake,,,,,reviewed,buc,sof
2006-04-23T18:10:50.400Z,45.781,27.239,12.4,2.7,md,5,209.7,,0.12,us,usp000efc7,2014-11-07T01:28:54.209Z,"Romania",earthquake,,13.6,,,reviewed,us,irsa
2006-04-13T23:15:46.370Z,44.9,26.032,5,2.8,md,7,204.3,,1.53,us,usp000eefa,2014-11-07T01:28:50.027Z,"Romania",earthquake,,,,,reviewed,us,irsa
2006-04-10T06:25:03.290Z,45.728,26.494,126.7,3,md,4,171,,,us,usp000ee2u,2014-11-07T01:28:45.111Z,"Romania",earthquake,,,,,reviewed,irsa,irsa
2006-04-09T04:36:24.770Z,45.614,27.646,13.1,2.6,ml,5,209.6,,,us,usp000ee05,2014-11-07T01:28:44.666Z,"Romania",earthquake,,,,,reviewed,buc,buc
2006-04-06T20:29:38.200Z,45.714,26.799,73.1,3.4,md,4,137.3,,,us,usp000edv0,2014-11-07T01:28:44.004Z,"Romania",earthquake,,,,,reviewed,buc,irsa
2006-04-05T01:16:44.610Z,45.488,26.642,115.3,3.1,md,6,98.4,,,us,usp000edq8,2014-11-07T01:28:43.405Z,"Romania",earthquake,,,,,reviewed,buc,irsa
2006-03-31T05:35:47.840Z,46.014,27.062,80,4,md,47,69.3,,,us,usp000edau,2014-11-07T01:28:37.263Z,"Romania",earthquake,,,,,reviewed,buc,irsa
2006-03-27T20:00:00.320Z,45.424,26.44,111.4,3,md,9,134.7,,,us,usp000ed30,2014-11-07T01:28:36.188Z,"Romania",earthquake,,,,,reviewed,buc,irsa
2006-03-27T19:54:18.410Z,45.551,26.504,119.6,4.2,md,32,43.6,,,us,usp000ed2z,2014-11-07T01:28:36.183Z,"Romania",earthquake,,,,,reviewed,buc,irsa
2006-03-25T17:33:47.390Z,44.889,26.912,50,2.7,md,6,181.9,,,us,usp000ecxy,2014-11-07T01:28:35.524Z,"Romania",earthquake,,,,,reviewed,irsa,irsa
2006-03-25T09:05:31.340Z,45.316,27.973,5,3,ml,5,197.4,,,us,usp000ecwb,2014-11-07T01:28:35.110Z,"Romania",earthquake,,,,,reviewed,buc,buc
2006-03-25T02:52:31.100Z,45.625,26.671,101.1,3.2,md,6,119.6,,,us,usp000ecvn,2014-11-07T01:28:34.966Z,"Romania",earthquake,,,,,reviewed,buc,irsa
2006-03-22T14:03:57.790Z,45.797,26.808,79.7,3.5,md,7,102.9,,,us,usp000ecqf,2014-11-07T01:28:34.394Z,"Romania",earthquake,,,,,reviewed,buc,irsa
2006-03-19T11:43:25.790Z,45.678,26.618,98.8,3.4,md,7,112.3,,,us,usp000ecfr,2014-11-07T01:28:33.360Z,"Romania",earthquake,,,,,reviewed,buc,irsa
2006-03-19T11:05:54.830Z,45.611,26.454,147.2,4.5,mb,70,37.2,,,us,usp000ecfm,2014-11-07T01:28:33.345Z,"Romania",earthquake,,,,5,reviewed,buc,us
2006-03-17T15:35:51.740Z,45.415,26.478,112.9,3.3,md,6,147.1,,,us,usp000ecbu,2014-11-07T01:28:32.370Z,"Romania",earthquake,,,,,reviewed,buc,irsa
2006-03-17T00:45:11.660Z,43.976,26.594,58.1,3.1,md,8,179.5,,,us,usp000ecaf,2014-11-07T01:28:32.213Z,"Bulgaria",earthquake,,,,,reviewed,irsa,irsa
2006-03-16T00:48:27.110Z,45.775,26.706,87.5,3.3,md,8,101.3,,,us,usp000ec8f,2014-11-07T01:28:32.013Z,"Romania",earthquake,,,,,reviewed,irsa,irsa
2006-03-06T10:40:45.740Z,45.731,26.741,138.8,4.5,mb,183,19.4,,,us,usp000ebhq,2014-11-07T01:28:28.932Z,"Romania",earthquake,,,,56,reviewed,irsa,us
2006-03-02T09:54:54.300Z,45.728,26.8,10.8,3.3,md,6,140,,,us,usp000eb5r,2014-11-07T01:28:26.355Z,"Romania",earthquake,,,,,reviewed,buc,irsa
2006-02-18T11:36:58.020Z,45.595,26.538,143.5,3.8,md,8,83.8,,,us,usp000ea9v,2014-11-07T01:28:19.899Z,"Romania",earthquake,,,,,reviewed,buc,irsa
2006-02-16T03:29:09.330Z,45.451,26.544,120.8,3,md,7,142.5,,,us,usp000ea4u,2014-11-07T01:28:18.768Z,"Romania",earthquake,,,,,reviewed,irsa,irsa
