time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2006-02-16T02:49:40.270Z,45.699,26.686,122.7,4.6,mb,76,41.1,,,us,usp000ea4s,2014-11-07T01:28:18.758Z,"Romania",earthquake,,,,22,reviewed,buc,us
2006-02-15T17:37:03.550Z,45.572,26.504,2.9,2.7,md,6,125,,0.29,us,usp000ea3w,2014-11-07T01:28:18.630Z,"Romania",earthquake,,15.4,,,reviewed,us,irsa
2006-02-13T02:29:55.870Z,45.814,26.765,6.5,2.6,md,5,149.3,,,us,usp000e9zr,2014-11-07T01:28:18.191Z,"Romania",earthquake,,,,,reviewed,irsa,irsa
2006-02-10T17:38:28.100Z,45.707,26.835,76.7,2.8,md,7,144.7,,,us,usp000e9w9,2014-11-07T01:28:17.850Z,"Romania",earthquake,,,,,reviewed,irsa,irsa
2006-02-08T19:11:51.870Z,45.66,26.57,89,2.8,md,6,129.2,,,us,usp000e9sg,2014-11-07T01:28:17.491Z,"Romania",earthquake,,,,,reviewed,buc,irsa
2006-02-06T22:44:44.970Z,45.534,26.55,129.2,3,md,8,108,,,us,usp000e9nx,2014-11-07T01:28:17.069Z,"Romania",earthquake,,,,,reviewed,irsa,irsa
2006-02-06T10:47:06.480Z,44.73,28.077,30,3.6,md,12,133.2,,,us,usp000e9mh,2014-11-07T01:28:16.922Z,"Romania",earthquake,,,,,reviewed,buc,irsa
2006-02-04T16:35:25.160Z,45.529,26.375,121.2,2.8,md,6,133.1,,,us,usp000e9fn,2014-11-07T01:28:16.256Z,"Romania",earthquake,,,,,reviewed,irsa,irsa
2006-02-04T03:55:27.510Z,45.257,26.008,17.7,3.1,md,9,171.1,,0.5,us,usp000e9eh,2014-11-07T01:28:15.876Z,"Romania",earthquake,,6,,,reviewed,us,irsa
2006-02-03T21:44:07.950Z,45.841,26.718,136.3,2.8,md,6,123.2,,,us,usp000e9du,2014-11-07T01:28:15.733Z,"Romania",earthquake,,,,,reviewed,buc,irsa
2006-02-02T07:32:08.210Z,46.944,21.223,200,2.8,m,5,138.4,,,us,usp000e9ad,2014-11-07T01:28:14.155Z,"Hungary",earthquake,,,,,reviewed,buc,buc
2006-01-30T20:12:50.260Z,46.091,27.631,10,4.1,md,69,74.6,,,us,usp000e95j,2014-11-07T01:28:10.764Z,"Romania",earthquake,,,,,reviewed,buc,irsa
2006-01-23T09:32:43.860Z,45.701,26.327,125.1,3.2,md,7,100.9,,,us,usp000e8qr,2014-11-07T01:28:08.632Z,"Romania",earthquake,,,,,reviewed,irsa,irsa
2006-01-15T22:53:25.410Z,45.732,26.68,111.9,2.9,md,8,117.8,,,us,usp000e89w,2014-11-07T01:28:06.571Z,"Romania",earthquake,,,,,reviewed,irsa,irsa
2006-01-15T00:56:05.560Z,45.454,26.297,131.9,2.8,md,8,79.4,,0.35,us,usp000e889,2014-11-07T01:28:06.392Z,"Romania",earthquake,,24.2,,,reviewed,us,irsa
2006-01-09T04:15:58.700Z,45.528,26.548,133.6,3.2,md,10,86.5,,,us,usp000e7wm,2014-11-07T01:28:05.181Z,"Romania",earthquake,,,,,reviewed,irsa,irsa
2006-01-08T04:16:01.660Z,45.5,26.558,122.3,2.7,m,5,139.7,,0.2,us,usp000e7tm,2014-11-07T01:28:04.732Z,"Romania",earthquake,,52.7,,,reviewed,us,buc
2006-01-04T23:53:07.250Z,45.195,29.079,10,3.7,md,14,78.8,,1.13,us,usp000e7m6,2014-11-07T01:28:03.852Z,"Ukraine-Romania border region",earthquake,,,,,reviewed,us,irsa
2006-01-01T14:10:44.740Z,45.726,26.784,135,3.1,md,5,135.1,,,us,usp000e7bx,2014-11-07T01:28:01.292Z,"Romania",earthquake,,,,,reviewed,irsa,irsa
2005-12-28T10:53:21.510Z,45.535,26.359,142.6,3.3,md,30,49.7,,,us,usp000e739,2014-11-07T01:27:57.793Z,"Romania",earthquake,,,,,reviewed,buc,sof
2005-12-27T05:05:33.250Z,45.566,26.512,122,3.3,md,8,81.5,,,us,usp000e70g,2014-11-07T01:27:57.429Z,"Romania",earthquake,,,,,reviewed,irsa,irsa
2005-12-26T22:58:47.760Z,45.48,26.57,133.7,3.9,md,12,83.2,,,us,usp000e6zs,2014-11-07T01:27:57.335Z,"Romania",earthquake,,,,,reviewed,irsa,irsa
2005-12-25T04:21:18.660Z,45.67,26.654,100.1,3,md,5,115.8,,,us,usp000e6tx,2014-11-07T01:27:56.455Z,"Romania",earthquake,,,,,reviewed,irsa,irsa
2005-12-18T15:09:48.820Z,45.374,26.095,59.7,3.8,md,57,44.9,,,us,usp000e6cq,2014-11-07T01:27:54.790Z,"Romania",earthquake,,,,,reviewed,buc,sof
2005-12-16T20:48:24.120Z,45.581,26.331,10,2.6,md,4,144.7,,0.3,us,usp000e69k,2014-11-07T01:27:54.458Z,"Romania",earthquake,,,,,reviewed,us,irsa
2005-12-15T04:57:40.800Z,45.474,26.365,0,2.5,md,4,226.3,,,us,usp000e65u,2014-11-07T01:27:54.039Z,"Romania",earthquake,,,,,reviewed,irsa,irsa
2005-12-13T23:56:44.690Z,45.436,26.436,15.1,2.8,ml,7,106.1,,,us,usp000e63q,2014-11-07T01:27:53.448Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-12-13T12:14:42.620Z,45.766,26.783,144.9,4.8,mwc,275,35.4,,,us,usp000e62y,2016-11-10T01:15:44.229Z,"Romania",earthquake,,,,,reviewed,irsa,hrv
2005-12-08T22:12:22.370Z,45.766,26.833,80.4,2.5,md,5,158.4,,,us,usp000e5tn,2014-11-07T01:27:51.984Z,"Romania",earthquake,,,,,reviewed,irsa,irsa
2005-12-05T12:14:03.380Z,44.645,27.164,0,2.6,md,5,213.4,,,us,usp000e5jw,2014-11-07T01:27:50.971Z,"Romania",earthquake,,,,,reviewed,irsa,irsa
2005-12-05T03:58:47.430Z,45.496,26.625,101.9,2.7,md,7,129.6,,,us,usp000e5j0,2014-11-07T01:27:50.853Z,"Romania",earthquake,,,,,reviewed,buc,irsa
2005-12-03T07:49:51.310Z,45.855,27.271,30,4.7,md,25,69.6,,,us,usp000e5du,2014-11-07T01:27:49.643Z,"Romania",earthquake,,,,,reviewed,buc,irsa
2005-11-26T20:05:07.500Z,43.833,21.804,25.4,4,mb,57,86.8,,,us,usp000e4yv,2014-11-07T01:27:44.091Z,"Serbia",earthquake,,,,1,reviewed,pdg,us
2005-11-22T18:53:16.670Z,45.618,26.84,97.2,3,md,5,132.9,,,us,usp000e4qm,2014-11-07T01:27:42.394Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-11-15T19:49:34.640Z,46.047,27.328,17.8,2.9,md,6,259.7,,,us,usp000e48q,2014-11-07T01:27:39.708Z,"Romania",earthquake,,,,,reviewed,irsa,irsa
2005-11-15T16:41:32.710Z,45.826,27.199,29.6,4.1,mb,51,48.5,,,us,usp000e486,2014-11-07T01:27:39.658Z,"Romania",earthquake,,,,4,reviewed,buc,us
2005-11-07T04:01:09.800Z,45.5,26.3,138,3.2,md,9,99.9,,,us,usp000e3nq,2014-11-07T01:27:36.792Z,"Romania",earthquake,,,,,reviewed,irsa,irsa
2005-11-06T11:13:25.370Z,45.729,26.74,70,3,md,8,122.5,,0.49,us,usp000e3mh,2014-11-07T01:27:36.625Z,"Romania",earthquake,,17.4,,,reviewed,us,irsa
2005-11-03T17:41:25.310Z,45.765,26.878,89.8,2.7,md,6,169.1,,,us,usp000e3e9,2014-11-07T01:27:35.331Z,"Romania",earthquake,,,,,reviewed,irsa,irsa
2005-10-31T18:02:45.200Z,46,27.4,31,4.1,md,17,127.8,,,us,usp000e37w,2014-11-07T01:27:30.879Z,"Romania",earthquake,,,,,reviewed,irsa,irsa
2005-10-31T16:54:50.480Z,44.117,26.583,6,3.1,md,6,267.1,,,us,usp000e37s,2014-11-07T01:27:30.863Z,"Romania",earthquake,,,,,reviewed,irsa,irsa
2005-10-30T18:29:10.600Z,45.817,26.775,71.7,3,m,9,153.4,,,us,usp000e35q,2014-11-07T01:27:30.570Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-10-29T07:01:21.190Z,45.556,26.514,122.7,3.1,md,5,130.7,,,us,usp000e32k,2014-11-07T01:27:30.199Z,"Romania",earthquake,,,,,reviewed,irsa,irsa
2005-10-29T00:14:43.820Z,45.531,26.8,69.7,2.5,md,4,130.5,,,us,usp000e31t,2014-11-07T01:27:30.039Z,"Romania",earthquake,,,,,reviewed,irsa,irsa
2005-10-27T04:37:52.530Z,45.29,27.883,11.3,3.4,ml,6,176,,,us,usp000e2xe,2014-11-07T01:27:29.473Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-10-26T22:51:22.810Z,45.641,26.555,143.2,4.1,mb,103,43.5,,,us,usp000e2ws,2014-11-07T01:27:29.401Z,"Romania",earthquake,,,,23,reviewed,buc,us
2005-10-26T06:40:48.600Z,45.605,26.618,79.6,2.7,m,6,122.6,,,us,usp000e2vw,2014-11-07T01:27:29.315Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-10-25T02:30:11.580Z,45.927,26.704,68.3,2.6,md,4,255.2,,,us,usp000e2t0,2014-11-07T01:27:28.666Z,"Romania",earthquake,,,,,reviewed,irsa,irsa
2005-10-22T08:41:06.280Z,45.745,26.587,88.8,3.2,md,10,106.2,,0.84,us,usp000e2h2,2014-11-07T01:27:27.659Z,"Romania",earthquake,,17.3,,,reviewed,us,irsa
2005-10-21T01:17:38.910Z,45.53,26.477,117.2,4.8,md,32,58.9,,,us,usp000e2cn,2014-11-07T01:27:27.298Z,"Romania",earthquake,,,,,reviewed,buc,irsa
2005-10-19T09:08:50.320Z,45.623,26.6,85.6,3,md,7,119.3,,,us,usp000e27y,2014-11-07T01:27:26.631Z,"Romania",earthquake,,,,,reviewed,buc,irsa
2005-10-19T01:36:04.470Z,45.496,26.539,120.5,3,md,8,110,,,us,usp000e26x,2014-11-07T01:27:26.484Z,"Romania",earthquake,,,,,reviewed,buc,irsa
2005-10-16T11:14:19.110Z,44.295,26.696,6.7,3.1,md,7,233,,,us,usp000e1y9,2014-11-07T01:27:25.037Z,"Romania",earthquake,,,,,reviewed,irsa,irsa
2005-10-15T09:37:34.340Z,45.629,26.511,142.2,3.3,md,5,141.4,,,us,usp000e1wd,2014-11-07T01:27:24.253Z,"Romania",earthquake,,,,,reviewed,buc,irsa
2005-10-13T14:03:17.790Z,45.714,26.447,110,4,md,15,91.9,,,us,usp000e1r0,2014-11-07T01:27:23.074Z,"Romania",earthquake,,,,,reviewed,buc,irsa
2005-10-13T03:23:00.750Z,45.652,26.82,100.7,2.9,md,9,133.4,,,us,usp000e1q0,2014-11-07T01:27:22.977Z,"Romania",earthquake,,,,,reviewed,buc,irsa
2005-10-02T01:08:07.830Z,45.715,26.529,104.3,3.4,md,11,146.9,,,us,usp000e0pd,2014-11-07T01:27:15.242Z,"Romania",earthquake,,,,,reviewed,irsa,irsa
2005-09-29T02:59:56.950Z,45.659,26.521,132.9,3.9,md,8,136.5,,,us,usp000e0g0,2014-11-07T01:27:11.197Z,"Romania",earthquake,,,,,reviewed,buc,irsa
2005-09-27T14:50:40.720Z,44.616,25.847,9.9,3.6,md,11,163.8,,,us,usp000e0ck,2014-11-07T01:27:10.763Z,"Romania",earthquake,,,,,reviewed,irsa,irsa
2005-09-26T22:46:58.210Z,45.542,27.178,8,2.9,md,8,139,,,us,usp000e0b8,2014-11-07T01:27:10.567Z,"Romania",earthquake,,,,,reviewed,irsa,irsa
2005-09-17T06:08:44.120Z,45.593,26.456,139.4,4.3,md,39,37.2,,,us,usp000dzkj,2014-11-07T01:27:05.100Z,"Romania",earthquake,,,,,reviewed,buc,irsa
2005-09-16T20:15:54.910Z,45.613,26.689,90.6,2.9,md,5,121.2,,,us,usp000dzjw,2014-11-07T01:27:05.039Z,"Romania",earthquake,,,,,reviewed,irsa,irsa
2005-09-16T18:59:50.420Z,45.804,26.773,85.2,2.8,md,7,149.5,,,us,usp000dzjt,2014-11-07T01:27:05.031Z,"Romania",earthquake,,,,,reviewed,irsa,irsa
2005-09-10T16:42:33.010Z,45.221,27.241,1,3.6,md,9,130.8,,,us,usp000dz6q,2014-11-07T01:27:03.172Z,"Romania",earthquake,,,,,reviewed,irsa,irsa
2005-09-10T08:02:08.530Z,45.196,27.248,8.8,2.9,md,8,143.6,,,us,usp000dz5w,2014-11-07T01:27:02.904Z,"Romania",earthquake,,,,,reviewed,irsa,irsa
2005-09-10T07:39:34.340Z,45.223,27.223,11.4,3.6,md,11,121.6,,,us,usp000dz5v,2014-11-07T01:27:02.902Z,"Romania",earthquake,,,,,reviewed,irsa,irsa
2005-09-10T05:29:36.410Z,44.934,26.721,24.2,3.3,md,8,173.6,,,us,usp000dz5k,2014-11-07T01:27:02.880Z,"Romania",earthquake,,,,,reviewed,irsa,irsa
2005-09-10T05:01:26.050Z,45.219,27.265,28.2,2.8,md,7,126.6,,,us,usp000dz5f,2014-11-07T01:27:02.860Z,"Romania",earthquake,,,,,reviewed,irsa,irsa
2005-09-10T04:56:55.390Z,45.259,27.206,22,4,ml,26,85.4,,,us,usp000dz5e,2014-11-07T01:27:02.857Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-09-08T16:35:50.980Z,45.528,26.356,139.3,4.2,mb,121,21.4,,,us,usp000dz0q,2014-11-07T01:27:02.179Z,"Romania",earthquake,,,,34,reviewed,buc,us
2005-09-05T14:23:32.420Z,45.817,26.79,98.9,4.4,mb,181,13.3,,,us,usp000dytx,2014-11-07T01:27:00.720Z,"Romania",earthquake,,,,23,reviewed,irsa,us
2005-09-02T12:13:24.670Z,45.456,26.567,128.3,3.4,m,9,100.4,,,us,usp000dykj,2014-11-07T01:26:59.113Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-08-25T17:53:55.800Z,44.785,27.012,10,4,ml,23,92.5,,,us,usp000dy1j,2014-11-07T01:26:52.364Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-08-24T17:20:25.030Z,44.692,26.984,7.1,3,ml,9,189.6,,,us,usp000dxz7,2014-11-07T01:26:52.116Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-08-23T22:54:01.750Z,45.58,26.486,130,3.6,m,15,72.2,,,us,usp000dxx8,2014-11-07T01:26:51.790Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-08-21T02:48:36.980Z,45.516,27.857,4.5,3.6,ml,17,106.2,,,us,usp000dxrx,2014-11-07T01:26:51.075Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-08-21T01:57:30.410Z,45.494,27.864,6.1,3.4,ml,14,104.9,,,us,usp000dxrv,2014-11-07T01:26:51.056Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-08-19T18:34:41.980Z,44.94,25.273,10.1,3.9,ml,13,103.7,,,us,usp000dxp0,2014-11-07T01:26:50.332Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-08-19T07:12:26.310Z,45.6,26.692,107.5,4.1,m,10,102.8,,,us,usp000dxn3,2014-11-07T01:26:50.207Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-08-17T13:35:24.950Z,45.584,26.432,152,4,m,16,80.4,,,us,usp000dxhr,2014-11-07T01:26:49.906Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-08-15T15:20:26.510Z,45.525,27.547,5.8,3.8,ml,8,169.2,,,us,usp000dxd0,2014-11-07T01:26:49.248Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-08-08T11:51:18.800Z,45.77,26.56,117,2.9,md,7,112.9,,,us,usp000dwy7,2014-11-07T01:26:46.941Z,"Romania",earthquake,,,,,reviewed,csem,csem
2005-08-02T09:33:30.390Z,45.473,26.376,135.6,4,m,15,53.9,,,us,usp000dwgh,2014-11-07T01:26:42.179Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-07-29T08:28:06.570Z,45.583,26.567,138.3,2.9,m,5,126.1,,,us,usp000dw6f,2014-11-07T01:26:35.426Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-07-16T01:12:02.940Z,45.82,26.709,90,3,mb,41,45,,,us,usp000dv9r,2014-11-07T01:26:30.125Z,"Romania",earthquake,,,,1,reviewed,buc,us
2005-07-12T21:11:39.510Z,45.562,26.469,99.2,3.4,md,13,74.3,,,us,usp000dv30,2014-11-07T01:26:28.897Z,"Romania",earthquake,,,,,reviewed,irsa,irsa
2005-07-12T19:26:56.680Z,45.634,26.576,139.4,2.8,md,8,124.4,,0.4,us,usp000dv2w,2014-11-07T01:26:28.891Z,"Romania",earthquake,,43.5,,,reviewed,us,irsa
2005-06-18T15:16:42.410Z,45.714,26.695,138.7,5,mwc,393,24.5,,1.02,us,usp000dtc5,2016-11-10T01:07:34.196Z,"Romania",earthquake,,,,,reviewed,us,hrv
2005-05-17T22:48:14.580Z,45.381,26.293,148.3,3.9,m,14,69.9,,,us,usp000dr2e,2014-11-07T01:25:55.404Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-05-17T02:52:25.600Z,46.713,23,33.8,3.1,ml,7,117.6,,,us,usp000dr04,2014-11-07T01:25:55.227Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-05-16T10:22:44.210Z,45.554,26.575,128.5,3,m,7,114.4,,,us,usp000dqyj,2014-11-07T01:25:55.053Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-05-15T07:42:59.430Z,45.613,26.57,132.9,2.5,m,9,87.5,,,us,usp000dqva,2014-11-07T01:25:54.662Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-05-14T01:53:20.660Z,45.684,26.437,148.9,5.2,mwc,628,11.6,,,us,usp000dqrj,2016-11-10T01:06:06.117Z,"Romania",earthquake,,,,,reviewed,buc,hrv
2005-05-13T00:36:05.390Z,45.798,26.708,80,3.8,m,11,110,,,us,usp000dqnm,2014-11-07T01:25:52.746Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-05-09T17:28:06.190Z,45.408,26.404,111.7,2.9,m,6,149.2,,,us,usp000dqac,2014-11-07T01:25:50.698Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-05-09T06:53:54.750Z,45.463,26.334,135.8,4.1,m,18,56.9,,,us,usp000dq8y,2014-11-07T01:25:50.536Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-05-07T08:22:12.650Z,45.582,27.035,29.6,2.9,ml,5,154.1,,,us,usp000dq49,2014-11-07T01:25:49.966Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-04-30T21:46:23.140Z,45.483,27.123,21.7,3.3,ml,8,148.5,,,us,usp000dpmm,2014-11-07T01:25:43.075Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-04-29T22:15:17.410Z,45.515,26.419,139.8,2.7,m,10,72.8,,,us,usp000dpht,2014-11-07T01:25:42.365Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-04-29T12:20:48.420Z,45.353,26.35,116.5,3.1,m,10,112.8,,,us,usp000dpgq,2014-11-07T01:25:42.225Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-04-28T08:56:48.770Z,45.394,26.521,105.7,3,m,7,143,,,us,usp000dpe0,2014-11-07T01:25:41.989Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-04-26T13:07:14.510Z,45.061,25.897,5.8,2.9,ml,7,194.7,,,us,usp000dp9t,2014-11-07T01:25:41.422Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-04-24T15:35:06.700Z,45.838,26.774,69.1,3.2,m,9,144.2,,,us,usp000dp4x,2014-11-07T01:25:40.449Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-04-23T05:18:34.280Z,45.217,28.235,0.4,3.3,ml,9,134,,,us,usp000dp1d,2014-11-07T01:25:39.710Z,"Ukraine-Romania-Moldova border region",earthquake,,,,,reviewed,buc,buc
2005-04-22T12:34:21.250Z,45.41,26.344,114.8,3.7,m,10,118.1,,,us,usp000dp05,2014-11-07T01:25:39.619Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-04-20T08:17:57.540Z,45.083,22.242,18.7,3.3,ml,6,210.5,,,us,usp000dntq,2014-11-07T01:25:38.511Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-04-18T12:29:21.560Z,45.183,28.938,5.7,3.5,ml,4,295.2,,,us,usp000dnpb,2014-11-07T01:25:37.824Z,"Ukraine-Romania-Moldova border region",earthquake,,,,,reviewed,buc,buc
2005-04-17T23:48:57.650Z,45.476,26.401,138.4,2.9,m,4,148.1,,,us,usp000dnmy,2014-11-07T01:25:37.399Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-04-17T22:58:34.050Z,45.315,26.993,34.4,2.6,ml,7,105.6,,,us,usp000dnmq,2014-11-07T01:25:37.379Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-04-16T04:45:37.870Z,45.149,27.2,10,2.5,ml,8,135.3,,,us,usp000dnfv,2014-11-07T01:25:36.393Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-04-15T19:58:33.450Z,45.592,26.511,137.2,3.1,m,13,74.7,,,us,usp000dnem,2014-11-07T01:25:36.285Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-04-10T02:03:41.370Z,45.476,27.639,10.9,2.7,ml,8,167.1,,,us,usp000dmsm,2014-11-07T01:25:31.855Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-04-07T15:49:24.790Z,46.384,27.897,0,3.7,ml,8,167.2,,,us,usp000dmh0,2014-11-07T01:25:30.424Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-04-04T18:59:07.010Z,45.385,26.48,115.5,4.2,m,17,53.2,,,us,usp000dm8f,2014-11-07T01:25:29.284Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-04-02T06:52:21.770Z,45.624,26.531,140,3.3,m,10,75.7,,,us,usp000dkzq,2014-11-07T01:25:27.564Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-03-20T09:51:03.590Z,45.018,22.701,20.5,3,ml,10,123,,,us,usp000djmh,2014-11-07T01:25:16.826Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-03-18T15:43:01.520Z,45.566,27.795,11.5,4.4,ml,7,123.1,,,us,usp000djfq,2014-11-07T01:25:16.129Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-03-16T16:41:28.540Z,45.516,26.622,93.5,3.3,m,9,104.6,,,us,usp000djb3,2014-11-07T01:25:15.083Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-03-15T23:58:01.670Z,45.699,26.584,81.8,3.6,m,11,89,,,us,usp000dj9x,2014-11-07T01:25:14.800Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-03-15T05:57:51.440Z,45.681,26.667,88.4,3.1,m,4,123.2,,,us,usp000dj8b,2014-11-07T01:25:14.633Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-03-14T06:31:52.640Z,45.654,26.774,118.8,3.6,m,6,215.5,,,us,usp000dj64,2014-11-07T01:25:14.292Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-03-09T23:04:11.620Z,45.677,26.797,68.7,2.8,m,5,131.6,,,us,usp000dhwf,2014-11-07T01:25:12.975Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-03-09T16:34:16.440Z,45.565,26.728,115.4,3.1,m,5,127.2,,,us,usp000dhvx,2014-11-07T01:25:12.877Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-03-06T22:32:49.080Z,45.62,26.502,146.1,4,mb,51,37,,,us,usp000dhpv,2014-11-07T01:25:12.033Z,"Romania",earthquake,,,,3,reviewed,buc,us
2005-03-05T21:21:29.500Z,45.563,26.628,94.9,3,m,5,128.7,,,us,usp000dhky,2014-11-07T01:25:11.295Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-03-03T18:18:38.800Z,46.11,27.18,3,3,ml,7,130.3,,,us,usp000dhf0,2014-11-07T01:25:10.493Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-03-03T07:19:33.400Z,45.548,26.712,113.8,4.5,mb,10,86.5,,0.8,us,usp000dhdu,2014-11-07T01:25:10.171Z,"Romania",earthquake,,12.8,,1,reviewed,us,us
2005-02-26T10:33:23.260Z,45.454,26.516,117,3.3,m,4,148.7,,,us,usp000dh09,2014-11-07T01:25:03.917Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-02-23T17:09:52.040Z,45.215,25.921,30,3,ml,5,251.2,,,us,usp000dgtv,2014-11-07T01:25:03.003Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-02-15T00:40:28.880Z,45.165,28.856,7.5,2.9,ml,4,258.4,,,us,usp000dg5m,2014-11-07T01:24:59.782Z,"Ukraine-Romania-Moldova border region",earthquake,,,,,reviewed,buc,buc
2005-02-14T23:37:01.920Z,45.398,22.435,20.9,4.2,ml,21,98.9,,,us,usp000dg5g,2014-11-07T01:24:59.716Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-02-13T05:19:42.750Z,47.701,26.683,4.7,4.1,ml,7,224.5,,,us,usp000dg11,2014-11-07T01:24:59.179Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-02-12T00:01:25.760Z,44.41,26.877,0,3.6,ml,8,183.7,,,us,usp000dfyg,2014-11-07T01:24:58.816Z,"Romania",earthquake,,,,,reviewed,buc,buc
2005-02-01T19:26:00.280Z,45.441,25.389,0,3.5,ml,9,93.1,,,us,usp000dfc9,2014-11-07T01:24:53.699Z,"Romania",earthquake,,,,,reviewed,buc,buc
